IPAddress,Duration (in seconds),Duration (in minutes),RecordedDate,LocationLatitude,LocationLongitude,language_proficiency_English,language_proficiency_French,language_proficiency_Spanish,language_proficiency_Russian,language_proficiency_Arabic,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,object_choice,gender,age,marital_status,graduation_level,employment_status,valid_picture,bonus_amount,agreed_to_sell
46.120.85.8,248,4.13,11/27/2022 9:14,32.0729,34.8481,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,4,2,4,3,5,6,5,5,6,4,IM_4Jcc40dsj8zuGDs,Male,Under 18,Married,Bachelor's degree,Working full-time,186 - No,5,No
109.253.171.60,923,15.38,11/27/2022 9:18,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,2,3,4,3,4,5,5,2,6,4,IM_78wglioPC0XZGrY,Male,45 - 54 years old,Married,Phd,Working full-time,187 - Yes,0,No
84.229.123.157,419,6.98,11/27/2022 9:18,32.0629,34.8703,Native / Bilingual or Full Professional Proficiency,No Proficiency,Speaking only,No Proficiency,No Proficiency,6,6,2,5,7,5,6,1,6,1,IM_4Jcc40dsj8zuGDs,Male,55 - 64 years old,Divorced / Separated,Master's degree,Working full-time,188 - Yes,1,Yes
109.186.219.37,163,2.72,11/27/2022 9:23,32.0803,34.7805,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,Speaking only,1,2,5,4,2,6,2,2,5,6,IM_dmMU1KI43SV5um2,Male,35 - 44 years old,Married,Bachelor's degree,Working full-time,189 - No ,3.5,Yes
87.71.161.234,568,9.47,11/27/2022 9:31,32.6113,35.2885,Reading and understanding,No Proficiency,Speaking only,No Proficiency,No Proficiency,5,4,4,2,6,2,6,2,3,5,IM_dmMU1KI43SV5um2,Female,35 - 44 years old,Married,Bachelor's degree,Working full-time,190 - Yes,7.5,Yes
87.71.204.47,260,4.33,11/27/2022 9:37,32.1772,34.9039,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,5,3,5,4,6,4,3,3,4,4,IM_4Jcc40dsj8zuGDs,Male,55 - 64 years old,Living with a partner,Bachelor's degree,Unemployed and looking for work,191 - No,7.5,Yes
176.12.222.108,626,10.43,11/27/2022 9:41,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,4,4,4,4,5,3,6,2,3,2,IM_4Jcc40dsj8zuGDs,Female,65+  years old,Married,Master's degree,Retired,192 - Yes,3.5,No
93.173.100.86,549,9.15,11/27/2022 9:42,32.1693,34.882,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,3,3,4,3,5,4,4,4,5,3,IM_4Jcc40dsj8zuGDs,Male,65+  years old,Married,Bachelor's degree,Retired,193 - Yes,10,Yes
84.95.72.232,564,9.4,11/27/2022 9:43,31.6057,34.7604,Reading and understanding,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,3,5,5,4,5,5,4,4,5,5,IM_4Jcc40dsj8zuGDs,Male,45 - 54 years old,Married,Bachelor's degree,Working full-time,194 - No,1,No
81.218.215.55,211,3.52,11/27/2022 9:43,32.214,34.811,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,7,1,7,1,5,2,4,1,4,4,IM_dmMU1KI43SV5um2,Male,35 - 44 years old,Married,Bachelor's degree,Working full-time,195 - Yes,2,No
109.253.189.95,271,4.52,11/27/2022 9:43,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,4,1,5,5,5,5,5,5,5,5,IM_4Jcc40dsj8zuGDs,Female,55 - 64 years old,Married,High school graduate (high school diploma or equivalent including GDE),Working full-time,196 - No,5,Yes
46.19.85.120,379,6.32,11/27/2022 9:48,32.0803,34.7805,Native / Bilingual or Full Professional Proficiency,No Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,Speaking only,2,4,4,5,4,5,4,2,2,3,IM_cHofXzQ2tkFJ01g,Male,35 - 44 years old,Married,Bachelor's degree,Working full-time,197 - Yes,0,No
2.54.179.101,300,5,11/27/2022 9:53,32.0803,34.7805,Native / Bilingual or Full Professional Proficiency,No Proficiency,Reading and understanding,No Proficiency,No Proficiency,5,4,5,4,5,4,7,3,4,2,IM_4Jcc40dsj8zuGDs,Female,25 - 34 years old,Living with a partner,Bachelor's degree,Working part-time,198 - Yes,10,Yes
109.253.201.180,402,6.7,11/27/2022 9:57,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,3,6,2,4,4,6,3,4,5,4,IM_4Jcc40dsj8zuGDs,Female,35 - 44 years old,Divorced / Separated,Master's degree,Working full-time,199 - No,3.5,No
94.188.131.60,192,3.2,11/27/2022 10:09,32.0803,34.7805,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,2,2,1,1,4,5,5,1,6,3,IM_dmMU1KI43SV5um2,Female,45 - 54 years old,Divorced / Separated,Bachelor's degree,Working full-time,200 - No,7.5,No
77.137.76.210,664,11.07,11/27/2022 10:09,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,3,3,3,3,3,3,3,3,3,3,IM_dmMU1KI43SV5um2,Female,45 - 54 years old,Married,Bachelor's degree,Working full-time,201 - Yes,5,No
95.86.65.145,185,3.08,11/27/2022 10:12,32.1693,34.882,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,4,4,4,5,5,5,6,5,6,4,IM_4Jcc40dsj8zuGDs,Male,35 - 44 years old,Married,Bachelor's degree,Working full-time,202 - No,1,No
87.69.43.27,218,3.63,11/27/2022 10:35,32.816,34.9821,Speaking only,No Proficiency,No Proficiency,No Proficiency,No Proficiency,5,5,5,4,5,5,5,4,5,4,IM_esRrewWxAThl3FQ,Male,45 - 54 years old,Single,Bachelor's degree,Working full-time,203 - No,2,Yes
109.186.73.170,653,10.88,11/27/2022 10:39,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,3,2,2,3,4,2,4,2,2,4,IM_esRrewWxAThl3FQ,Female,55 - 64 years old,Married,Bachelor's degree,Working full-time,204 - Yes,0,Yes
147.234.64.78,341,5.68,11/27/2022 10:45,32.0837,34.8282,Native / Bilingual or Full Professional Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,2,2,4,1,7,5,1,1,7,1,IM_78wglioPC0XZGrY,Male,25 - 34 years old,Married,Bachelor's degree,Working full-time,205 - Yes**,3.5,No
77.137.67.141,460,7.67,11/27/2022 11:01,31.5,34.75,Reading and understanding,No Proficiency,Reading and understanding,No Proficiency,No Proficiency,3,2,7,1,6,4,5,1,7,2,IM_dmMU1KI43SV5um2,Male,65+  years old,Married,Bachelor's degree,Working part-time,206 - Yes,1,No
80.178.186.1,269,4.48,11/30/2022 7:25,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,1,1,4,1,4,1,7,2,5,4,IM_cHofXzQ2tkFJ01g,Female,35 - 44 years old,Married,Phd,Working full-time,207 - Yes,10,No
85.250.147.211,248,4.13,11/30/2022 7:29,32.8304,35.0912,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,2,6,5,2,5,5,2,3,4,1,IM_cHofXzQ2tkFJ01g,Male,45 - 54 years old,Married,Phd,Working full-time,208 - Yes,7.5,Yes
89.139.149.180,388,6.47,11/30/2022 7:32,32.4066,34.9284,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,6,5,6,2,6,3,6,1,7,1,IM_9tpaeFzdkiuV5bw,Female,55 - 64 years old,Divorced / Separated,Master's degree,Working part-time,209 - Yes,7.5,No
77.139.24.148,427,7.12,11/30/2022 7:34,31.6656,34.5697,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,4,7,5,4,4,1,7,1,1,4,IM_cHofXzQ2tkFJ01g,Female,25 - 34 years old,Single,Bachelor's degree,Working full-time,210 - Yes,10,Yes
141.226.75.11,418,6.97,11/30/2022 7:40,31.7674,35.2186,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,2,2,5,4,6,5,3,3,3,2,IM_dmMU1KI43SV5um2,Female,25 - 34 years old,Married,Bachelor's degree,Student,211 - Yes,10,No
77.125.22.83,402,6.7,11/30/2022 7:42,32.0559,34.8563,Native / Bilingual or Full Professional Proficiency,No Proficiency,Reading and understanding,No Proficiency,Reading and understanding,4,4,5,2,4,3,5,2,5,2,IM_dmMU1KI43SV5um2,Female,25 - 34 years old,Married,Master's degree,Working full-time,212 - No,7.5,No
147.235.214.120,431,7.18,11/30/2022 7:50,32.0123,34.7705,Reading and understanding,No Proficiency,No Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,6,2,4,1,7,5,7,2,6,1,IM_4Jcc40dsj8zuGDs,Female,35 - 44 years old,Married,Bachelor's degree,Student,213 - Yes,10,No
109.64.62.40,511,8.52,11/30/2022 7:54,31.6656,34.5697,Native / Bilingual or Full Professional Proficiency,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,1,1,3,1,6,1,1,1,1,1,IM_cHofXzQ2tkFJ01g,Female,65+  years old,Divorced / Separated,Bachelor's degree,Working full-time,214 - No,7.5,No
147.235.214.109,268,4.47,11/30/2022 7:56,32.0123,34.7705,Reading and understanding,No Proficiency,No Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,3,3,5,5,7,5,6,3,5,5,IM_4Jcc40dsj8zuGDs,Female,35 - 44 years old,Divorced / Separated,Bachelor's degree,Working full-time,215 - Yes**,10,No
37.142.121.98,467,7.78,11/30/2022 8:01,32.1033,34.8879,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,2,7,4,4,3,7,3,3,6,5,IM_cHofXzQ2tkFJ01g,Male,35 - 44 years old,Married,Master's degree,Working full-time,216 - No,7.5,Yes
87.71.135.2,237,3.95,11/30/2022 8:02,32.1033,34.8879,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,3,2,6,5,5,6,3,4,6,4,IM_78wglioPC0XZGrY,Male,25 - 34 years old,Married,Bachelor's degree,Working full-time,217 - No,10,No
77.137.71.19,578,9.63,11/30/2022 8:13,31.5,34.75,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,5,5,6,4,5,5,3,3,4,6,IM_9tpaeFzdkiuV5bw,Male,45 - 54 years old,Married,Bachelor's degree,Working full-time,218 - Yes,7.5,Yes
95.86.78.94,330,5.5,11/30/2022 8:13,31.7674,35.2186,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,4,6,5,4,7,2,7,1,4,1,IM_cHofXzQ2tkFJ01g,Female,18 - 24 years old,Single,Bachelor's degree,Student,219 - No,10,Yes
75.166.204.243,429,7.15,11/30/2022 8:19,39.7321,-104.9555,Native / Bilingual or Full Professional Proficiency,Native / Bilingual or Full Professional Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,4,4,6,4,6,4,5,2,4,2,IM_78wglioPC0XZGrY,Female,65+  years old,Married,Bachelor's degree,Retired,220 - Yes,7.5,No
77.125.132.166,349,5.82,11/30/2022 8:45,32.3348,34.8596,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,5,2,2,2,2,5,6,3,7,4,IM_78wglioPC0XZGrY,Male,35 - 44 years old,Married,Master's degree,Working full-time,221 - Yes,7.5,No
87.71.183.180,293,4.88,11/30/2022 9:55,32.1033,34.8879,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,Reading and understanding,3,4,4,4,5,7,4,1,2,1,IM_4Jcc40dsj8zuGDs,Female,25 - 34 years old,Married,Master's degree,Prefer not to say,222 - Yes,7.5,No
176.230.202.151,653,10.88,11/30/2022 10:19,29.548,34.9556,Reading and understanding,No Proficiency,Speaking only,Speaking only,No Proficiency,5,5,6,2,6,3,6,2,5,1,IM_esRrewWxAThl3FQ,Female,35 - 44 years old,Married,Master's degree,A homemaker or stay-at-home parent,223 - Yes,10,No
84.229.89.226,367,6.12,11/30/2022 11:13,31.8943,34.8192,Native / Bilingual or Full Professional Proficiency,No Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,4,4,6,7,6,4,6,3,2,1,IM_78wglioPC0XZGrY,Female,55 - 64 years old,Married,Bachelor's degree,Retired,224 - No,7.5,No
80.230.158.203,739,12.32,11/30/2022 12:52,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,2,4,4,3,4,5,6,2,6,3,IM_dmMU1KI43SV5um2,Female,55 - 64 years old,Married,Master's degree,Working full-time,225 - No,10,No
46.117.160.198,265,4.42,11/30/2022 13:20,32.1772,34.9039,Native / Bilingual or Full Professional Proficiency,No Proficiency,Speaking only,No Proficiency,No Proficiency,4,5,6,5,7,6,6,1,5,4,IM_cHofXzQ2tkFJ01g,Female,25 - 34 years old,Single,Bachelor's degree,Working full-time,226 - No,7.5,Yes
77.137.70.205,15222,253.7,11/30/2022 13:26,32.1772,34.9039,Reading and understanding,No Proficiency,Speaking only,Reading and understanding,No Proficiency,4,5,4,5,3,3,4,3,4,3,IM_cHofXzQ2tkFJ01g,Female,25 - 34 years old,Married,Phd,Working full-time,227 - Yes,10,No
164.138.117.8,202,3.37,11/30/2022 14:10,31.7674,35.2186,Reading and understanding,No Proficiency,Reading and understanding,No Proficiency,No Proficiency,6,4,2,2,6,4,6,2,6,2,IM_dmMU1KI43SV5um2,Female,25 - 34 years old,Single,Bachelor's degree,Working part-time,228 - No,10,No
213.137.70.242,1208,20.13,11/30/2022 14:55,32.0803,34.7805,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,Reading and understanding,4,4,2,2,6,5,5,3,6,2,IM_78wglioPC0XZGrY,Male,35 - 44 years old,Divorced / Separated,Bachelor's degree,Working full-time,229 - Yes**,7.5,Yes
176.12.232.134,628,10.47,11/30/2022 23:45,32.0803,34.7805,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,2,4,7,6,5,4,7,1,4,6,IM_78wglioPC0XZGrY,Male,25 - 34 years old,Married,Bachelor's degree,Working full-time,230 - Yes,10,No
213.8.241.210,1131,18.85,12/1/2022 1:52,32.0803,34.7805,Reading and understanding,No Proficiency,Speaking only,No Proficiency,No Proficiency,4,3,3,7,5,5,4,1,2,4,IM_dmMU1KI43SV5um2,Female,25 - 34 years old,Single,Master's degree,Working part-time,231 - Yes,7.5,No
132.64.196.67,2431,40.52,12/1/2022 3:06,31.7674,35.2186,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,5,4,5,4,5,2,6,2,3,2,IM_78wglioPC0XZGrY,Female,25 - 34 years old,Married,Master's degree,Working full-time,232 - Yes,10,Yes
212.76.106.200,195,3.25,12/1/2022 3:30,31.7674,35.2186,Native / Bilingual or Full Professional Proficiency,No Proficiency,Speaking only,No Proficiency,No Proficiency,5,5,4,5,7,1,6,5,4,2,IM_esRrewWxAThl3FQ,Male,45 - 54 years old,Married,Master's degree,Working full-time,233 - Yes,10,No
213.137.72.89,498,8.3,12/1/2022 4:30,32.0803,34.7805,Native / Bilingual or Full Professional Proficiency,No Proficiency,Speaking only,No Proficiency,No Proficiency,6,3,2,4,6,1,2,5,2,5,IM_4Jcc40dsj8zuGDs,Female,35 - 44 years old,Married,Bachelor's degree,Working full-time,234  - Yes,7.5,No
77.137.70.89,629,10.48,12/1/2022 5:19,32.0803,34.7805,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,Speaking only,No Proficiency,5,4,1,1,6,4,5,1,7,2,IM_cHofXzQ2tkFJ01g,Male,35 - 44 years old,Married,Bachelor's degree,Working full-time,235 - No,10,Yes
176.12.183.232,201,3.35,12/1/2022 6:30,31.7674,35.2186,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,4,4,2,2,6,4,6,2,7,5,IM_78wglioPC0XZGrY,Male,25 - 34 years old,Single,Bachelor's degree,Working part-time,236 - No,7.5,Yes
134.191.233.204,359,5.98,12/1/2022 6:34,32.816,34.9821,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,4,5,5,6,4,6,5,6,5,3,IM_4Jcc40dsj8zuGDs,Male,35 - 44 years old,Married,Bachelor's degree,Working full-time,237 - No,7.5,No
147.235.215.178,92236,1537.27,12/1/2022 8:59,32.816,34.9821,Reading and understanding,No Proficiency,Speaking only,Reading and understanding,No Proficiency,7,7,7,4,4,1,7,1,5,4,IM_4Jcc40dsj8zuGDs,Female,25 - 34 years old,Married,Master's degree,Working full-time,238 - No,10,Yes
109.253.207.178,570,9.5,12/1/2022 11:26,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,3,4,3,5,5,4,7,2,2,5,IM_esRrewWxAThl3FQ,Female,35 - 44 years old,Married,Bachelor's degree,Working full-time,239 - No,10,No
147.235.78.230,314,5.23,12/4/2022 1:04,31.2538,34.7858,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,Speaking only,No Proficiency,5,4,3,6,6,4,6,1,4,3,IM_cHofXzQ2tkFJ01g,Female,45 - 54 years old,Married,Bachelor's degree,Working full-time,240 - Yes,7.5,Yes
77.125.49.102,358,5.97,12/4/2022 9:28,32.0292,34.8579,Reading and understanding,No Proficiency,Reading and understanding,Speaking only,No Proficiency,3,1,4,2,5,4,5,1,4,1,IM_dmMU1KI43SV5um2,Female,35 - 44 years old,Married,Bachelor's degree,A homemaker or stay-at-home parent,241 - No,10,Yes
5.28.184.147,178,2.97,12/5/2022 1:30,32.0123,34.7705,Speaking only,No Proficiency,No Proficiency,No Proficiency,Reading and understanding,6,3,3,3,5,6,5,4,2,3,IM_cHofXzQ2tkFJ01g,Prefer not to say,18 - 24 years old,Single,Bachelor's degree,A homemaker or stay-at-home parent,242 - No,7.5,No
212.235.98.140,468,7.8,12/5/2022 8:48,31.9396,34.8425,Speaking only,No Proficiency,Reading and understanding,Native / Bilingual or Full Professional Proficiency,No Proficiency,3,4,3,4,5,4,4,4,4,6,IM_4Jcc40dsj8zuGDs,Male,55 - 64 years old,Married,Master's degree,Working full-time,243 - Yes,10,Yes
77.137.73.245,327,5.45,12/6/2022 9:16,32.0803,34.7805,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,5,2,7,2,6,3,6,3,5,3,IM_4Jcc40dsj8zuGDs,Female,45 - 54 years old,Divorced / Separated,Bachelor's degree,Working full-time,244 - Yes,7.5,Yes
46.19.86.140,263,4.38,12/6/2022 9:17,32.0803,34.7805,No Proficiency,No Proficiency,No Proficiency,No Proficiency,No Proficiency,3,1,7,1,5,6,7,1,7,2,IM_78wglioPC0XZGrY,Male,25 - 34 years old,Divorced / Separated,Bachelor's degree,Working full-time,245 - Yes,10,Yes
31.154.162.114,280,4.67,12/6/2022 9:32,32.2075,34.9827,Reading and understanding,Speaking only,No Proficiency,No Proficiency,No Proficiency,6,7,1,1,7,5,7,3,5,2,IM_9tpaeFzdkiuV5bw,Female,65+  years old,Married,Master's degree,Retired,246 - Yes,7.5,Yes
2.55.34.62,2777,46.28,12/6/2022 12:00,32.0803,34.7805,Reading and understanding,No Proficiency,No Proficiency,No Proficiency,No Proficiency,4,4,2,4,5,3,5,2,4,2,IM_cHofXzQ2tkFJ01g,Female,55 - 64 years old,Single,Bachelor's degree,Retired,247 - Yes,7.5,Yes
212.143.116.166,887,14.78,12/6/2022 23:31,32.3348,34.8596,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,Native / Bilingual or Full Professional Proficiency,No Proficiency,5,5,5,4,5,4,5,2,4,4,IM_78wglioPC0XZGrY,Female,35 - 44 years old,Married,Master's degree,Working full-time,248 - Yes,10,No
46.121.9.89,362,6.03,12/7/2022 0:20,31.8943,34.8192,Native / Bilingual or Full Professional Proficiency,No Proficiency,No Proficiency,No Proficiency,Reading and understanding,2,5,7,3,5,5,6,2,6,3,IM_cHofXzQ2tkFJ01g,Female,25 - 34 years old,Single,Bachelor's degree,Working full-time,249 - Yes,10,Yes
